name,direction,bootstrap,srr,reference,has_reference,bootstrap_gap_pct,srr_gap_pct,improvement_pct,changed_edges,srr_moves,srr_scope_nodes,srr_revisits,srr_evaluations,asymmetric,time_windows,multi_depot,strict_backhaul,open_route,pickup_delivery,optional,use_pheromone
op,maximize,20.849998474121094,28.8799991607666,,False,,,38.51319556024094,3,2,33,4,5,False,False,False,False,False,False,True,True
tsp,minimize,8.385296821594238,7.423080921173096,7.401462078094482,True,13.292437806464392,0.29208881772963274,11.475036851923903,9,7,100,11,13,False,False,False,False,False,False,False,True
aop,maximize,14.890000343322754,41.96000671386719,35.459999084472656,True,58.009022200333796,-18.330535243134783,181.79990427390192,10,0,15,0,0,True,False,False,False,False,False,True,True
cvrp,minimize,20.06951332092285,14.7965087890625,14.08707460345019,True,42.4675731894502,5.036064659149002,26.273704038269546,8,11,26,14,60,False,False,False,False,False,False,False,True
atsp,minimize,2.0735347270965576,1.7654703855514526,,False,,,14.856965621042114,8,7,19,9,14,True,False,False,False,False,False,False,True
cvrpl,minimize,40.352264404296875,15.679006576538086,15.626479440991986,True,158.2300418765039,0.3361418401659231,61.14466732412538,9,7,11,7,38,False,False,False,False,False,False,False,True
cvrpb,minimize,20.902843475341797,18.829912185668945,11.85424011142921,True,76.3322092251904,58.845375230034136,9.916982309694857,8,2,12,2,25,False,False,False,False,False,False,False,True
ocvrp,minimize,13.715575218200684,9.456527709960938,9.542573943339816,True,43.7303530435139,-0.9017088459548588,31.052634982366285,8,3,10,3,22,False,False,False,False,True,False,False,True
acvrp,minimize,3.193592071533203,2.303684949874878,2.0503149032592773,True,55.76105243426356,12.357616198996144,27.865397387183894,8,9,26,18,61,True,False,False,False,False,False,False,True
pctsp,minimize,27.41425323486328,6.473782062530518,,False,,,76.38534229961196,9,144,95,190,333,False,False,False,False,False,False,True,True
pdtsp,minimize,13.876790046691895,13.597846984863281,,False,,,2.010141112534241,8,1,15,1,1981,False,False,False,False,False,True,False,True
cvrptw,minimize,32.86002731323242,23.631654739379883,22.168104392328274,True,48.231110480534845,6.602054560687201,28.083885889335097,9,6,21,10,45,False,True,False,False,False,False,False,True
cvrpbl,minimize,39.754371643066406,16.863706588745117,11.073374289478942,True,259.0086508756226,52.29058593971395,57.58024616725056,8,5,27,8,90,False,False,False,False,False,False,False,True
cvrpbp,minimize,20.373563766479492,15.369171142578125,15.517189979553223,True,31.29673473950788,-0.9539023313508435,24.56316764833782,9,8,27,8,106,False,False,False,True,False,False,False,True
ocvrpl,minimize,15.406885147094727,11.254461288452148,10.812519663715992,True,42.49116418993652,4.087313951614788,26.951741503866533,8,16,20,17,73,False,False,False,False,True,False,False,True
ocvrpb,minimize,15.452154159545898,13.532081604003906,8.603693231115471,True,79.59908314330406,57.282241945410085,12.425921562242676,9,15,25,27,127,False,False,False,False,True,False,False,True
acvrpl,minimize,4.220799446105957,2.1151115894317627,1.9813300371170044,True,113.02859024171268,6.752108422553432,49.88836554688398,10,13,32,24,82,True,False,False,False,False,False,False,True
acvrpb,minimize,2.787674903869629,2.4122908115386963,2.279710054397583,True,22.28199364617341,5.815685064219623,13.465848970045045,8,10,29,37,95,True,False,False,False,False,False,False,True
aocvrp,minimize,2.7852208614349365,1.5531131029129028,1.4667799472808838,True,89.88675612849617,5.885896912625743,44.23734489362025,9,18,54,46,135,True,False,False,False,True,False,False,True
mdcvrp,minimize,19.09787368774414,13.450826644897461,11.84113883972168,True,61.28409561147436,13.594028640015644,29.568983098210627,8,12,29,32,304,False,False,True,False,False,False,False,True
pdcvrp,minimize,39.68134689331055,21.380708694458008,23.626556396484375,True,67.95230852692151,-9.505607437402722,46.11899451915441,8,4,23,5,3482,False,False,False,False,False,True,False,True
spctsp,minimize,26.34110450744629,6.267726421356201,,False,,,76.20552919645266,9,19,33,28,39,False,False,False,False,False,False,True,True
apctsp,minimize,4.306363105773926,1.763062834739685,1.6372369527816772,True,163.02625887214336,7.685257881837369,59.059122711324804,9,13,41,20,21,True,False,False,False,False,False,True,True
apdtsp,minimize,2.932021379470825,2.7956035137176514,2.094641923904419,True,39.977212620929905,33.464506835929164,4.652690007935573,9,12,43,30,9026,True,False,False,False,False,True,False,True
cvrpltw,minimize,54.15854263305664,24.363595962524414,23.951826637596405,True,126.1144565402195,1.719156251246694,55.01430655622248,8,8,16,12,42,False,True,False,False,False,False,False,True
cvrpbtw,minimize,30.456668853759766,25.317596435546875,20.63193178877529,True,47.61908465754806,22.710741266219188,16.873389676620825,8,14,30,21,73,False,True,False,False,False,False,False,True
cvrpbpl,minimize,49.067649841308594,15.430318832397461,15.336819648742676,True,219.9336692032575,0.6096386721379377,68.55296945685967,8,9,19,10,126,False,False,False,True,False,False,False,True
ocvrptw,minimize,19.377361297607422,14.552712440490723,13.645712060799355,True,42.003298994367846,6.646779410632213,24.89837900536237,10,8,24,9,56,False,True,False,False,True,False,False,True
ocvrpbl,minimize,13.865439414978027,12.369888305664062,8.318098510488008,True,66.69001211629755,48.71052909589,10.78617896305838,10,2,17,2,25,False,False,False,False,True,False,False,True
ocvrpbp,minimize,16.41386604309082,11.26528549194336,11.332929611206055,True,44.83338912526829,-0.5968811382699182,31.367263127596207,8,5,22,5,45,False,False,False,True,True,False,False,True
acvrptw,minimize,5.529571056365967,4.2613019943237305,4.012589931488037,True,37.80553584540769,6.198292551251567,22.936120164006766,9,6,21,6,43,True,True,False,False,False,False,False,True
acvrpbl,minimize,4.4638671875,2.5771923065185547,2.1917500495910645,True,103.66679988591154,17.58604987824254,42.26547972270838,9,10,26,18,68,True,False,False,False,False,False,False,True
acvrpbp,minimize,4.4284348487854,2.491642951965332,2.3657898902893066,True,87.18631214726588,5.31970578590287,43.73535939794345,9,11,41,24,84,True,False,False,True,False,False,False,True
aocvrpl,minimize,3.6137895584106445,2.003131866455078,1.8884999752044678,True,91.35767041878727,6.069996968795255,44.569769930486444,8,13,39,30,97,True,False,False,False,True,False,False,True
aocvrpb,minimize,3.4707369804382324,1.7540260553359985,1.6071399450302124,True,115.95735898238698,9.139596757581982,49.462432180195734,8,5,20,7,46,True,False,False,False,True,False,False,True
mdcvrpl,minimize,34.15428161621094,12.61323356628418,12.089630126953125,True,182.5089043879511,4.331012891483846,63.06983204033355,8,18,30,34,329,False,False,True,False,False,False,False,True
mdcvrpb,minimize,16.58195686340332,12.860017776489258,9.88378620147705,True,67.76927915463492,30.11226178250834,22.44571685702819,9,30,40,70,653,False,False,True,False,False,False,False,True
mdocvrp,minimize,11.104016304016113,7.987401485443115,7.77411413192749,True,42.83320408704904,2.7435582999698407,28.06745535348122,8,18,41,44,447,False,False,True,False,True,False,False,True
amdcvrp,minimize,3.3750956058502197,2.123612403869629,1.9274300336837769,True,75.10859262681561,10.17844314747451,37.07993337466747,9,13,36,35,362,True,False,True,False,False,False,False,True
apdcvrp,minimize,4.803036212921143,3.1162755489349365,3.0491409301757812,True,57.5209648523609,2.2017551925776355,35.11863307314814,9,6,31,12,5349,True,False,False,False,False,True,False,True
opdcvrp,minimize,38.646854400634766,21.578657150268555,22.051122665405273,True,75.26025766146398,-2.142591659870191,44.16451873010878,8,9,33,13,5731,False,False,False,False,True,True,False,True
aspctsp,minimize,4.3412346839904785,1.6674294471740723,,False,,,61.59089363854974,9,11,33,23,20,True,False,False,False,False,False,True,True
cvrpbltw,minimize,46.77707290649414,22.831687927246094,18.491065429363715,True,152.97121512648152,23.47416115346979,51.1904304639029,9,11,20,17,62,False,True,False,False,False,False,False,True
cvrpbptw,minimize,47.43738555908203,33.08304977416992,28.957300186157227,True,63.818399001710254,14.247701137500975,30.25954237514662,9,4,18,6,44,False,True,False,True,False,False,False,True
ocvrpltw,minimize,20.48570442199707,15.792777061462402,14.80633789869914,True,38.35767197908479,6.662276448857283,22.908303585086937,8,7,16,12,38,False,True,False,False,True,False,False,True
ocvrpbtw,minimize,19.30362892150879,13.497706413269043,11.315462161252785,True,70.59514358688463,19.28550704264519,30.07684478316189,8,2,15,2,21,False,True,False,False,True,False,False,True
ocvrpbpl,minimize,14.61569881439209,10.24382209777832,10.130979537963867,True,44.267380657740084,1.1138366175906058,29.912197645375528,10,14,34,20,148,False,False,False,True,True,False,False,True
acvrpltw,minimize,6.2747087478637695,4.346581935882568,3.934109926223755,True,59.49500307650762,10.48450646763534,30.72854676541973,9,12,19,17,62,True,True,False,False,False,False,False,True
acvrpbtw,minimize,5.564085960388184,4.11757230758667,3.8774900436401367,True,43.4971050284037,6.1916925960987665,25.997327559270783,8,5,14,9,42,True,True,False,False,False,False,False,True
acvrpbpl,minimize,4.608817100524902,2.484774589538574,2.39411997795105,True,92.50568655582784,3.786552571400745,46.0865003895342,9,6,31,7,56,True,False,False,True,False,False,False,True
aocvrptw,minimize,3.520071506500244,2.2327938079833984,2.197279930114746,True,60.20132247402903,1.6162655191046933,36.56964627393874,9,7,26,8,62,True,True,False,False,True,False,False,True
aocvrpbl,minimize,3.7070980072021484,2.022468328475952,1.85030996799469,True,100.35010735092074,9.30429838562899,45.44335422082983,8,18,39,58,140,True,False,False,False,True,False,False,True
aocvrpbp,minimize,3.5605762004852295,1.780722737312317,1.684209942817688,True,111.40928514697967,5.73044915844415,49.9877930692891,8,8,18,12,56,True,False,False,True,True,False,False,True
mdcvrptw,minimize,25.823040008544922,17.23016357421875,16.06063461303711,True,60.78468024908086,7.28195983135239,33.276006355110646,8,21,35,35,361,False,True,True,False,False,False,False,True
mdcvrpbl,minimize,49.61652755737305,14.268475532531738,11.144113540649414,True,345.2263284683089,28.03598492141937,71.24249471905772,9,17,33,26,321,False,False,True,False,False,False,False,True
mdcvrpbp,minimize,18.640111923217773,12.118335723876953,11.54989242553711,True,61.38775355174742,4.92163283774835,34.987859655592615,8,16,28,26,362,False,False,True,True,False,False,False,True
mdocvrpl,minimize,11.705099105834961,7.857438564300537,7.678080081939697,True,52.44825504448146,2.3359808760359906,32.8716613737715,9,5,17,5,117,False,False,True,False,True,False,False,True
mdocvrpb,minimize,12.465832710266113,9.559350967407227,7.40138578414917,True,68.4256580296487,29.156231632724257,23.3155843689871,9,26,46,45,491,False,False,True,False,True,False,False,True
amdcvrpl,minimize,4.4819207191467285,2.159625291824341,2.0546700954437256,True,118.13335041403886,5.10812887253071,51.81473686943102,9,8,28,17,228,True,False,True,False,False,False,False,True
amdcvrpb,minimize,2.649064540863037,2.2443432807922363,2.0909199714660645,True,26.69373180292622,7.337598350002748,15.277893529122807,8,5,23,7,153,True,False,True,False,False,False,False,True
amdocvrp,minimize,3.167039632797241,1.709792137145996,1.6141999959945679,True,96.19871395464301,5.921951517075206,46.01292262213191,9,7,25,13,190,True,False,True,False,True,False,False,True
aopdcvrp,minimize,4.777169227600098,3.1096973419189453,2.8953630924224854,True,64.99378748394376,7.40267257178896,34.90502023766152,9,10,34,22,6980,True,False,False,False,True,True,False,True
cvrpbpltw,minimize,56.909080505371094,27.36069107055664,24.263469696044922,True,134.54634155084418,12.764956592406001,51.92209955320868,9,6,14,6,30,False,True,False,True,False,False,False,True
ocvrpbltw,minimize,19.465042114257812,14.284029960632324,12.158860347542328,True,60.089363294581176,17.478361888740313,26.617009730641605,8,5,11,6,26,False,True,False,False,True,False,False,True
ocvrpbptw,minimize,23.452228546142578,16.188690185546875,15.587929725646973,True,50.45120781854949,3.8540105740370723,30.971633873960393,10,10,25,18,70,False,True,False,True,True,False,False,True
acvrpbltw,minimize,6.713021278381348,4.7413177490234375,4.355629920959473,True,54.12285708843191,8.854926498874914,29.37132846141268,10,4,16,4,29,True,True,False,False,False,False,False,True
acvrpbptw,minimize,5.624093055725098,4.4247894287109375,4.041339874267578,True,39.16407010297212,9.488178831107415,21.32439159756288,8,12,28,21,80,True,True,False,True,False,False,False,True
aocvrpltw,minimize,4.047970294952393,2.7283265590667725,2.6610701084136963,True,52.11813781807682,2.527421222027433,32.60013388762133,8,6,24,8,47,True,True,False,False,True,False,False,True
aocvrpbtw,minimize,4.809196472167969,3.3519601821899414,3.206279993057251,True,49.993028761730365,4.5435891265934485,30.301034661640898,9,5,15,5,34,True,True,False,False,True,False,False,True
aocvrpbpl,minimize,3.571753740310669,2.071809768676758,2.011620044708252,True,77.55608220878936,2.9921020188101806,41.99460771064936,9,6,24,6,42,True,False,False,True,True,False,False,True
mdcvrpltw,minimize,39.349571228027344,16.016511917114258,15.039703369140625,True,161.63794765239305,6.494865782911037,59.29685783791655,8,9,24,15,191,False,True,True,False,False,False,False,True
mdcvrpbtw,minimize,30.30990982055664,20.652706146240234,16.96717071533203,True,78.63856225108715,21.721567447764556,31.8615387887652,8,12,24,17,223,False,True,True,False,False,False,False,True
mdcvrpbpl,minimize,45.218265533447266,12.623480796813965,11.554325103759766,True,291.35358514997375,9.253294185969347,72.08322643981873,9,20,28,26,341,False,False,True,True,False,False,False,True
mdocvrptw,minimize,15.792774200439453,11.396140098571777,10.90636920928955,True,44.80322367032912,4.49068686272845,27.839529939871703,9,6,17,7,124,False,True,True,False,True,False,False,True
mdocvrpbl,minimize,12.014026641845703,9.694783210754395,7.207280158996582,True,66.69293237961669,34.513755492808954,19.304463859046393,9,12,30,22,271,False,False,True,False,True,False,False,True
mdocvrpbp,minimize,15.283905982971191,9.375594139099121,9.020671844482422,True,69.43201400591614,3.934543909096868,38.657080529381105,8,7,26,8,232,False,False,True,True,True,False,False,True
amdcvrptw,minimize,4.503026962280273,3.3457999229431152,3.354909896850586,True,34.22199405437028,-0.2715415372562664,25.69886987199281,10,16,38,33,354,True,True,True,False,False,False,False,True
amdcvrpbl,minimize,3.9264402389526367,2.469428539276123,2.029139995574951,True,93.50267835217012,21.69828324616988,37.10770089461914,9,12,31,30,309,True,False,True,False,False,False,False,True
amdcvrpbp,minimize,3.7436881065368652,2.257848024368286,2.13319993019104,True,75.49635425881516,5.843244808567154,39.689205935028326,9,25,61,44,548,True,False,True,True,False,False,False,True
amdocvrpl,minimize,3.1179397106170654,1.5487432479858398,1.473230004310608,True,111.63971012632837,5.12569276041646,50.32799246527666,8,19,33,54,426,True,False,True,False,True,False,False,True
amdocvrpb,minimize,3.2034504413604736,1.6189888715744019,1.539430022239685,True,108.09328095991265,5.168071830830496,49.46109199408019,9,18,34,29,338,True,False,True,False,True,False,False,True
ocvrpbpltw,minimize,20.199501037597656,14.704468727111816,15.567480087280273,True,29.754468445423417,-5.543680514315211,27.203802214014335,8,13,15,15,50,False,True,False,True,True,False,False,True
acvrpbpltw,minimize,6.957699298858643,4.792568206787109,4.274040222167969,True,62.78974780750687,12.132033337676965,31.118491890368222,9,6,21,7,43,True,True,False,True,False,False,False,True
aocvrpbltw,minimize,4.277169227600098,2.751978874206543,2.726140022277832,True,56.89470066274512,0.9478182234792631,35.65887324615708,8,11,24,16,67,True,True,False,False,True,False,False,True
aocvrpbptw,minimize,4.133709907531738,2.9844582080841064,2.9010000228881836,True,42.492584450802276,2.876876405979252,27.80194365728621,9,6,17,6,39,True,True,False,True,True,False,False,True
mdcvrpbltw,minimize,52.020694732666016,19.65998077392578,16.33831787109375,True,218.39688236634575,20.33050727155222,62.207385205141364,9,5,14,5,88,False,True,True,False,False,False,False,True
mdcvrpbptw,minimize,25.075786590576172,19.131610870361328,16.943025588989258,True,48.00064167330385,12.91732264628322,23.704842513090885,9,11,31,25,282,False,True,True,True,False,False,False,True
mdocvrpltw,minimize,14.791386604309082,10.199005126953125,9.88421630859375,True,49.64652879408187,3.1847625399060164,31.047673894333123,9,4,19,4,109,False,True,True,False,True,False,False,True
mdocvrpbtw,minimize,17.388416290283203,12.479166984558105,10.510350227355957,True,65.44088364463123,18.732170808902104,28.23287195205022,8,16,35,27,313,False,True,True,False,True,False,False,True
mdocvrpbpl,minimize,12.517395973205566,8.528297424316406,8.08454704284668,True,54.831135335913885,5.488871288866617,31.868437791918762,10,19,35,31,367,False,False,True,True,True,False,False,True
amdcvrpltw,minimize,5.9892897605896,4.2077813148498535,3.8935599327087402,True,53.82554433733514,8.070284972408533,29.74490326820271,8,7,21,13,151,True,True,True,False,False,False,False,True
amdcvrpbtw,minimize,5.251316547393799,3.9008281230926514,3.578700065612793,True,46.7381018558368,9.00125888098698,25.71713992315675,8,8,30,20,245,True,True,True,False,False,False,False,True
amdcvrpbpl,minimize,4.766524791717529,2.501312732696533,2.392819881439209,True,99.20115294472596,4.534100209501312,47.52334579182517,9,7,28,13,214,True,False,True,True,False,False,False,True
amdocvrptw,minimize,3.3678359985351562,1.9739181995391846,1.9101699590682983,True,76.31080326369738,3.3373072468368195,41.389123449071086,9,10,23,12,173,True,True,True,False,True,False,False,True
amdocvrpbl,minimize,3.244565486907959,1.581346035003662,1.5236300230026245,True,112.94969499970074,3.788059511146702,51.26170079215536,9,5,21,5,128,True,False,True,False,True,False,False,True
amdocvrpbp,minimize,3.6071197986602783,1.815600872039795,1.7706600427627563,True,103.71611215849761,2.538083437344501,49.666188721701786,9,7,25,9,172,True,False,True,True,True,False,False,True
aocvrpbpltw,minimize,4.88510274887085,3.6172211170196533,3.575939893722534,True,36.61031488383,1.1544160283450853,25.954042259280147,8,9,24,14,60,True,True,False,True,True,False,False,True
mdcvrpbpltw,minimize,49.97146224975586,20.69138526916504,17.7119197845459,True,182.13464637163293,16.821809949810184,58.59359654966645,9,8,18,11,160,False,True,True,True,False,False,False,True
mdocvrpbltw,minimize,16.494403839111328,11.83608341217041,10.192261695861816,True,61.83261705111299,16.12813490626919,28.241823544390044,9,3,18,3,97,False,True,True,False,True,False,False,True
mdocvrpbptw,minimize,16.667926788330078,11.645516395568848,10.998909950256348,True,51.541624249243036,5.878822976429858,30.132184143487077,8,12,26,17,232,False,True,True,True,True,False,False,True
amdcvrpbltw,minimize,7.279699802398682,5.022515296936035,4.65995979309082,True,56.21808182105068,7.78022815524642,31.00656025292276,9,7,21,14,172,True,True,True,False,False,False,False,True
amdcvrpbptw,minimize,4.81561279296875,3.324031352996826,3.1462199687957764,True,53.060270442944834,5.651587809008395,30.97386571756296,10,12,32,29,301,True,True,True,True,False,False,False,True
amdocvrpltw,minimize,3.3503661155700684,1.8130508661270142,1.8495899438858032,True,81.14102137316365,-1.9755231628273302,45.88499275642532,10,9,30,14,206,True,True,True,False,True,False,False,True
amdocvrpbtw,minimize,3.538180112838745,2.2743637561798096,2.1618199348449707,True,63.66673541163716,5.205975739274957,35.71939009190103,8,5,19,8,121,True,True,True,False,True,False,False,True
amdocvrpbpl,minimize,3.54793643951416,1.8530611991882324,1.6517200469970703,True,114.80252939743202,12.189786795723212,47.770732909691496,10,6,25,10,179,True,False,True,True,True,False,False,True
mdocvrpbpltw,minimize,17.14136505126953,11.842785835266113,11.175503730773926,True,53.38337728855519,5.970935365129862,30.911069218556737,9,10,24,19,224,False,True,True,True,True,False,False,True
amdcvrpbpltw,minimize,6.478507995605469,4.2869439125061035,3.870919942855835,True,67.36352317392135,10.747418592783916,33.82822224786876,9,6,17,8,116,True,True,True,True,False,False,False,True
amdocvrpbltw,minimize,3.266512155532837,1.5697402954101562,1.474560022354126,True,121.52452975890873,6.454825277581822,51.944452655676756,10,5,18,5,106,True,True,True,False,True,False,False,True
amdocvrpbptw,minimize,3.6304080486297607,2.256908893585205,2.2038800716400146,True,64.72802197118635,2.4061573325870267,37.83318945546523,8,5,22,5,124,True,True,True,True,True,False,False,True
amdocvrpbpltw,minimize,3.6634716987609863,1.9549790620803833,1.921470046043396,True,90.65983913226444,1.7439260167488715,46.63589013826497,9,7,24,13,185,True,True,True,True,True,False,False,True
